Item_Weight,Item_Fat_Content,Item_Visibility,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_PPU,Item_Cat,Outlet_Age,Item_ID
11.650000000000002,Regular,0.058822142,OUT049,Medium,Tier 1,Supermarket Type1,3448.844,14.896326180257509,Non-Perishables,22,FD
10.5,Low Fat,0.071368699,OUT049,Medium,Tier 1,Supermarket Type1,1446.1176,11.553314285714285,Non-Perishables,22,FD
7.39,Low Fat,0.068055818,OUT018,Medium,Tier 3,Supermarket Type2,1567.2932,19.0502300405954,Non-Perishables,12,NC
5.86,Regular,0.150122794,OUT027,Medium,Tier 3,Supermarket Type3,1396.1826,26.370546075085322,Perishables,36,FD
14.0,Low Fat,0.030094192,OUT046,Small,Tier 1,Supermarket Type1,1078.596,15.408514285714286,Perishables,24,FD
18.5,Regular,0.076097035,OUT010,Small,Tier 3,Grocery Store,291.6204,7.881632432432433,Perishables,23,FD
13.650000000000002,Regular,0.025973384,OUT045,Small,Tier 2,Supermarket Type1,554.6114,5.833714285714285,Non-Perishables,19,FD
14.150000000000002,Low Fat,0.0,OUT045,Small,Tier 2,Supermarket Type1,731.0484,17.25673498233215,Non-Perishables,19,FD
10.099999999999998,Regular,0.053887301,OUT017,Small,Tier 2,Supermarket Type1,4250.4672,22.337504950495056,Perishables,14,FD
10.099999999999998,Low Fat,0.024262772,OUT018,Medium,Tier 3,Supermarket Type2,1514.695,11.645049504950498,Non-Perishables,12,FD
13.85,Low Fat,0.034624104,OUT049,Medium,Tier 1,Supermarket Type1,4054.722,8.306801444043321,Non-Perishables,22,DR
13.099999999999998,Regular,0.044281996,OUT045,Small,Tier 2,Supermarket Type1,3067.3406,13.628381679389316,Perishables,19,FD
18.75,Low Fat,0.052121825,OUT049,Medium,Tier 1,Supermarket Type1,2343.616,5.590826666666667,Non-Perishables,22,NC
14.0,Regular,0.135662712,OUT013,High,Tier 3,Supermarket Type1,852.224,3.718857142857143,Non-Perishables,34,FD
16.1,Low Fat,0.023613955,OUT049,Medium,Tier 1,Supermarket Type1,5350.3688,11.980409937888197,Non-Perishables,22,DR
19.5,Low Fat,0.082152451,OUT027,Medium,Tier 3,Supermarket Type3,4119.3046,9.225651282051283,Non-Perishables,36,FD
10.5,Regular,0.02363057,OUT019,Small,Tier 1,Grocery Store,425.4462,13.49670476190476,Non-Perishables,36,FD
12.349999999999998,Low Fat,0.164274416,OUT045,Small,Tier 2,Supermarket Type1,2133.2232,9.701408906882593,Non-Perishables,19,NC
20.699999999999996,Regular,0.047587685,OUT045,Small,Tier 2,Supermarket Type1,5145.3024,10.390705314009665,Perishables,19,FD
7.825000000000001,Low Fat,0.079952983,OUT018,Medium,Tier 3,Supermarket Type2,1162.4868,8.023335463258785,Perishables,12,FD
19.5,Low Fat,0.024992442,OUT019,Small,Tier 1,Grocery Store,165.7842,2.751866666666667,Non-Perishables,36,NC
12.099999999999998,Low Fat,0.115107028,OUT045,Small,Tier 2,Supermarket Type1,3547.3824,18.348049586776863,Non-Perishables,19,FD
5.03,Low Fat,0.008604657,OUT027,Medium,Tier 3,Supermarket Type3,1211.756,24.488190854870776,Non-Perishables,36,NC
14.650000000000002,Low Fat,0.083528446,OUT045,Small,Tier 2,Supermarket Type1,2274.3728,11.089092150170647,Non-Perishables,19,NC
6.6899999999999995,Regular,0.036731658,OUT027,Medium,Tier 3,Supermarket Type3,4763.799,26.492825112107624,Perishables,36,FD
20.75,Regular,0.129337594,OUT046,Small,Tier 1,Supermarket Type1,5033.448,11.478939759036145,Perishables,24,FD
11.150000000000002,Low Fat,0.0,OUT049,Medium,Tier 1,Supermarket Type1,1120.5414,5.83086995515695,Non-Perishables,22,NC
12.099999999999998,Low Fat,0.029827665,OUT049,Medium,Tier 1,Supermarket Type1,2612.5992,11.92928925619835,Non-Perishables,22,DR
11.599999999999998,Regular,0.157718931,OUT017,Small,Tier 2,Supermarket Type1,4548.0798,14.512706896551727,Perishables,14,FD
17.6,Low Fat,0.008046275,OUT017,Small,Tier 2,Supermarket Type1,5863.0348,9.871715909090907,Perishables,14,FD
20.35,Low Fat,0.068753558,OUT019,Small,Tier 1,Grocery Store,254.3356,6.28834398034398,Non-Perishables,36,NC
13.8,Low Fat,0.013199737,OUT027,Medium,Tier 3,Supermarket Type3,2713.135,7.893144927536231,Non-Perishables,36,FD
10.650000000000002,Low Fat,0.023971463,OUT046,Small,Tier 1,Supermarket Type1,447.4176,5.072976525821595,Perishables,24,FD
18.35,Regular,0.09468096,OUT018,Medium,Tier 3,Supermarket Type2,1631.8758,4.702354223433242,Perishables,12,FD
7.35,Regular,0.014394261,OUT045,Small,Tier 2,Supermarket Type1,5331.7264,32.83689795918367,Perishables,19,FD
18.2,Low Fat,0.049396364,OUT049,Medium,Tier 1,Supermarket Type1,3563.3616,8.047989010989012,Perishables,22,FD
8.39,Regular,0.024243294,OUT049,Medium,Tier 1,Supermarket Type1,1603.2464,13.828081048867698,Non-Perishables,22,FD
14.3,Low Fat,0.122469209,OUT013,High,Tier 3,Supermarket Type1,2709.806,8.52958041958042,Perishables,34,FD
10.195,Regular,0.017730951,OUT017,Small,Tier 2,Supermarket Type1,4086.0146,23.52661108386464,Non-Perishables,14,FD
14.150000000000002,Low Fat,0.035016754,OUT018,Medium,Tier 3,Supermarket Type2,1705.7796,17.3415406360424,Non-Perishables,12,FD
16.2,Low Fat,0.019417732,OUT045,Small,Tier 2,Supermarket Type1,1402.1748,9.493654320987655,Non-Perishables,19,DR
11.3,Low Fat,0.066358426,OUT027,Medium,Tier 3,Supermarket Type3,7168.6686,17.278566371681414,Non-Perishables,36,NC
12.65,Low Fat,0.105265475,OUT010,Small,Tier 3,Grocery Store,962.7468,12.64488537549407,Non-Perishables,23,DR
9.0,Low Fat,0.038736754,OUT027,Medium,Tier 3,Supermarket Type3,1281.665,4.1465555555555556,Non-Perishables,36,DR
10.895,Low Fat,0.044991876,OUT010,Small,Tier 3,Grocery Store,426.112,9.841945846718678,Non-Perishables,23,FD
5.735,Low Fat,0.05696122,OUT046,Small,Tier 1,Supermarket Type1,1764.37,30.747515257192674,Perishables,24,FD
17.85,Low Fat,0.147255604,OUT017,Small,Tier 2,Supermarket Type1,1701.7848,5.251742296918767,Perishables,14,FD
5.82,Regular,0.077319079,OUT046,Small,Tier 1,Supermarket Type1,4357.661,43.888831615120274,Perishables,24,FD
10.0,Low Fat,0.089135671,OUT035,Small,Tier 2,Supermarket Type1,3207.8244,14.69102,Non-Perishables,17,NC
17.6,Regular,0.041373331,OUT035,Small,Tier 2,Supermarket Type1,732.38,2.1658522727272724,Non-Perishables,17,FD
18.25,Low Fat,0.04403602,OUT027,Medium,Tier 3,Supermarket Type3,6751.212,9.496328767123288,Non-Perishables,36,DR
10.099999999999998,Low Fat,0.027041859,OUT013,High,Tier 3,Supermarket Type1,306.268,7.679900990099011,Perishables,34,FD
11.0,Regular,0.056782237,OUT027,Medium,Tier 3,Supermarket Type3,8239.9408,21.931927272727275,Perishables,36,FD
17.6,Regular,0.03922186,OUT046,Small,Tier 1,Supermarket Type1,193.082,5.525056818181818,Non-Perishables,24,FD
8.645,Low Fat,0.021581922,OUT035,Small,Tier 2,Supermarket Type1,1209.7586,6.176772700983228,Non-Perishables,17,FD
19.5,Low Fat,0.128206001,OUT046,Small,Tier 1,Supermarket Type1,3878.285,7.996482051282051,Perishables,24,FD
7.68,Low Fat,0.071301323,OUT017,Small,Tier 2,Supermarket Type1,2693.8268,24.845859375000003,Perishables,14,FD
15.7,Low Fat,0.030765898,OUT045,Small,Tier 2,Supermarket Type1,649.155,2.7564968152866243,Non-Perishables,19,DR
5.405,Regular,0.053730029,OUT045,Small,Tier 2,Supermarket Type1,4777.7808,36.831489361702126,Non-Perishables,19,FD
20.85,Regular,0.062350672,OUT045,Small,Tier 2,Supermarket Type1,1416.8224,4.1703309352517985,Non-Perishables,19,FD
7.39,Low Fat,0.068163102,OUT017,Small,Tier 2,Supermarket Type1,2422.1804,19.00963464140731,Non-Perishables,14,NC
6.465,Low Fat,0.0,OUT018,Medium,Tier 3,Supermarket Type2,2914.8724,40.70972931167827,Non-Perishables,12,FD
18.25,Low Fat,0.015309885,OUT045,Small,Tier 2,Supermarket Type1,2380.9008,10.827857534246574,Non-Perishables,19,FD
11.8,Regular,0.106538757,OUT027,Medium,Tier 3,Supermarket Type3,1556.6404,18.845525423728812,Perishables,36,FD
12.650000000000002,Low Fat,0.061999648,OUT019,Small,Tier 1,Grocery Store,689.103,18.18189723320158,Non-Perishables,36,FD
10.195,Low Fat,0.051618281,OUT013,High,Tier 3,Supermarket Type1,373.5138,3.134458067680235,Perishables,34,FD
15.099999999999998,Low Fat,0.076505799,OUT017,Small,Tier 2,Supermarket Type1,539.298,6.065099337748345,Non-Perishables,14,FD
13.650000000000002,Regular,0.013091186,OUT018,Medium,Tier 3,Supermarket Type2,1612.5676,8.416366300366299,Perishables,12,FD
18.2,Low Fat,0.022074764,OUT019,Small,Tier 1,Grocery Store,559.272,7.770219780219781,Non-Perishables,36,FD
15.7,Low Fat,0.079146113,OUT019,Small,Tier 1,Grocery Store,179.766,11.558343949044588,Non-Perishables,36,FD
5.985,Low Fat,0.096337184,OUT017,Small,Tier 2,Supermarket Type1,763.0068,20.930292397660818,Non-Perishables,14,FD
9.5,Low Fat,0.142425145,OUT010,Small,Tier 3,Grocery Store,756.3488,19.99865263157895,Non-Perishables,23,DR
11.150000000000002,Low Fat,0.0,OUT045,Small,Tier 2,Supermarket Type1,181.0976,4.01564125560538,Perishables,19,FD
10.8,Low Fat,0.041663111,OUT027,Medium,Tier 3,Supermarket Type3,6029.4848,17.46494444444444,Non-Perishables,36,NC
18.0,Low Fat,0.019386234,OUT046,Small,Tier 1,Supermarket Type1,3083.9856,7.049966666666666,Non-Perishables,24,NC
13.650000000000002,Low Fat,0.135226962,OUT019,Small,Tier 1,Grocery Store,113.186,4.124029304029303,Non-Perishables,36,NC
16.2,Low Fat,0.0,OUT013,High,Tier 3,Supermarket Type1,2087.9488,4.535160493827161,Non-Perishables,34,DR
13.150000000000002,Low Fat,0.036729122,OUT049,Medium,Tier 1,Supermarket Type1,2535.3664,13.672821292775662,Non-Perishables,22,FD
20.6,Low Fat,0.045380404,OUT013,High,Tier 3,Supermarket Type1,1789.6704,7.20578640776699,Non-Perishables,34,NC
11.395,Regular,0.069587171,OUT046,Small,Tier 1,Supermarket Type1,4687.232,20.59338306274682,Perishables,24,FD
6.78,Regular,0.08573655,OUT013,High,Tier 3,Supermarket Type1,3425.541,33.85979351032448,Perishables,34,FD
8.84,Regular,0.076681143,OUT049,Medium,Tier 1,Supermarket Type1,1657.842,12.525203619909503,Non-Perishables,22,FD
16.7,Low Fat,0.102055777,OUT046,Small,Tier 1,Supermarket Type1,3101.2964,11.0197125748503,Non-Perishables,24,FD
13.3,Regular,0.071856726,OUT017,Small,Tier 2,Supermarket Type1,1347.5792,4.75590977443609,Perishables,14,FD
12.599999999999998,Regular,0.063054947,OUT017,Small,Tier 2,Supermarket Type1,2270.378,8.126904761904763,Non-Perishables,14,FD
7.6,Regular,0.142383847,OUT035,Small,Tier 2,Supermarket Type1,2556.672,22.676947368421054,Non-Perishables,17,FD
12.599999999999998,Regular,0.03150851,OUT013,High,Tier 3,Supermarket Type1,3779.0808,13.537809523809527,Non-Perishables,34,FD
6.67,Regular,0.123620492,OUT049,Medium,Tier 1,Supermarket Type1,1505.3738,13.50095952023988,Non-Perishables,22,FD
10.695000000000002,Low Fat,0.06375108,OUT035,Small,Tier 2,Supermarket Type1,782.9808,3.4394389901823272,Non-Perishables,17,NC
5.4399999999999995,Low Fat,0.04461205,OUT019,Small,Tier 1,Grocery Store,480.7076,44.32974264705883,Perishables,36,FD
16.6,Low Fat,0.122204371,OUT035,Small,Tier 2,Supermarket Type1,1911.5118,10.456253012048192,Perishables,17,FD
10.0,Regular,0.037764307,OUT046,Small,Tier 1,Supermarket Type1,642.497,12.729940000000001,Non-Perishables,24,FD
19.1,Low Fat,0.092437711,OUT017,Small,Tier 2,Supermarket Type1,1470.0864,9.699518324607329,Non-Perishables,14,NC
17.6,Low Fat,0.137807013,OUT010,Small,Tier 3,Grocery Store,159.792,9.192727272727272,Non-Perishables,23,NC
19.5,Regular,0.077292302,OUT049,Medium,Tier 1,Supermarket Type1,6309.7866,12.071579487179488,Non-Perishables,22,DR
10.099999999999998,Regular,0.045763062,OUT049,Medium,Tier 1,Supermarket Type1,633.8416,3.810376237623763,Non-Perishables,22,FD
8.6,Low Fat,0.090558833,OUT018,Medium,Tier 3,Supermarket Type2,3091.9752,13.09506976744186,Non-Perishables,12,NC
19.699999999999996,Low Fat,0.041703666,OUT013,High,Tier 3,Supermarket Type1,1637.868,5.542700507614214,Non-Perishables,34,FD
15.349999999999998,Low Fat,0.014098693,OUT017,Small,Tier 2,Supermarket Type1,805.618,2.4246905537459287,Non-Perishables,14,FD
5.26,Regular,0.042008667,OUT017,Small,Tier 2,Supermarket Type1,3767.0964,30.9290494296578,Non-Perishables,14,FD
9.8,Low Fat,0.106933748,OUT045,Small,Tier 2,Supermarket Type1,529.311,17.891530612244896,Perishables,19,FD
16.5,Low Fat,0.012663476,OUT045,Small,Tier 2,Supermarket Type1,645.1602,2.3848848484848486,Non-Perishables,19,NC
10.5,Low Fat,0.041387618,OUT035,Small,Tier 2,Supermarket Type1,849.5608,3.820609523809524,Perishables,17,FD
13.099999999999998,Low Fat,0.012148836,OUT018,Medium,Tier 3,Supermarket Type2,1328.271,14.607099236641224,Non-Perishables,12,NC
5.34,Regular,0.005935001,OUT027,Medium,Tier 3,Supermarket Type3,2010.716,18.508576779026217,Non-Perishables,36,FD
9.3,Regular,0.014047825,OUT045,Small,Tier 2,Supermarket Type1,4364.9848,21.129935483870966,Non-Perishables,19,FD
14.3,Low Fat,0.026375082,OUT045,Small,Tier 2,Supermarket Type1,792.302,5.568545454545454,Non-Perishables,19,FD
6.130000000000001,Low Fat,0.0,OUT027,Medium,Tier 3,Supermarket Type3,2804.3496,9.091321370309949,Perishables,36,FD
10.8,Low Fat,0.052174319,OUT045,Small,Tier 2,Supermarket Type1,4290.4152,22.255222222222223,Non-Perishables,19,DR
7.8549999999999995,Regular,0.0,OUT019,Small,Tier 1,Grocery Store,37.2848,4.8612094207511145,Non-Perishables,36,FD
12.849999999999998,Low Fat,0.137786856,OUT018,Medium,Tier 3,Supermarket Type2,2659.871,12.277276264591443,Non-Perishables,12,FD
6.78,Low Fat,0.066608487,OUT035,Small,Tier 2,Supermarket Type1,5406.296,27.230678466076693,Perishables,17,FD
9.195000000000002,Regular,0.064002068,OUT035,Small,Tier 2,Supermarket Type1,930.1226,9.304687330070688,Non-Perishables,17,FD
7.905,Low Fat,0.06406438,OUT046,Small,Tier 1,Supermarket Type1,1826.9552,29.003086654016442,Non-Perishables,24,DR
17.6,Low Fat,0.049345425,OUT017,Small,Tier 2,Supermarket Type1,1145.176,6.557818181818181,Non-Perishables,14,FD
15.7,Regular,0.11521312,OUT017,Small,Tier 2,Supermarket Type1,3150.5656,7.135044585987262,Non-Perishables,14,FD
9.195000000000002,Regular,0.0,OUT019,Small,Tier 1,Grocery Store,253.6698,9.108928765633495,Non-Perishables,36,FD
19.199999999999996,Low Fat,0.099991245,OUT013,High,Tier 3,Supermarket Type1,1779.0176,5.874406250000002,Non-Perishables,34,FD
7.405,Low Fat,0.015334003,OUT018,Medium,Tier 3,Supermarket Type2,1185.7898,12.520540175557056,Non-Perishables,12,FD
19.5,Regular,0.129170642,OUT010,Small,Tier 3,Grocery Store,467.3916,11.999784615384616,Non-Perishables,23,DR
9.195,Regular,0.051908824,OUT017,Small,Tier 2,Supermarket Type1,1414.1592,8.500750407830342,Non-Perishables,14,FD
11.650000000000002,Low Fat,0.131770922,OUT045,Small,Tier 2,Supermarket Type1,1518.024,12.970163090128752,Non-Perishables,19,FD
21.1,Low Fat,0.028984804,OUT013,High,Tier 3,Supermarket Type1,3034.0506,6.927895734597155,Non-Perishables,34,NC
8.695,Low Fat,0.120211747,OUT017,Small,Tier 2,Supermarket Type1,666.4658,10.719884991374354,Non-Perishables,14,NC
7.27,Regular,0.02076385,OUT013,High,Tier 3,Supermarket Type1,181.0976,12.248803301237965,Non-Perishables,34,FD
8.85,Low Fat,0.016006626,OUT013,High,Tier 3,Supermarket Type1,210.3928,11.94309604519774,Non-Perishables,34,NC
18.6,Low Fat,0.015766712,OUT035,Small,Tier 2,Supermarket Type1,1662.5026,8.222397849462364,Non-Perishables,17,FD
21.25,Low Fat,0.024536199,OUT027,Medium,Tier 3,Supermarket Type3,3791.0652,6.805185882352941,Non-Perishables,36,NC
9.1,Regular,0.008046878,OUT049,Medium,Tier 1,Supermarket Type1,402.809,8.655142857142856,Non-Perishables,22,FD
7.975,Low Fat,0.014653896,OUT049,Medium,Tier 1,Supermarket Type1,749.025,10.335423197492164,Non-Perishables,22,FD
10.0,Low Fat,0.073794811,OUT017,Small,Tier 2,Supermarket Type1,2516.724,12.144400000000001,Non-Perishables,14,NC
6.865,Low Fat,0.056830682,OUT046,Small,Tier 1,Supermarket Type1,5556.7668,31.1757902403496,Non-Perishables,24,FD
16.7,Regular,0.054618573,OUT035,Small,Tier 2,Supermarket Type1,1022.6688,3.923161676646707,Non-Perishables,17,FD
7.285,Low Fat,0.052141447,OUT010,Small,Tier 3,Grocery Store,525.3162,24.008977350720656,Non-Perishables,23,NC
8.43,Low Fat,0.017360867,OUT045,Small,Tier 2,Supermarket Type1,1576.6144,23.283131672597868,Non-Perishables,19,DR
20.199999999999996,Regular,0.196438668,OUT010,Small,Tier 3,Grocery Store,392.822,9.63420792079208,Non-Perishables,23,FD
8.75,Regular,0.074743226,OUT049,Medium,Tier 1,Supermarket Type1,5257.1568,21.446354285714285,Perishables,22,FD
17.1,Low Fat,0.127792701,OUT027,Medium,Tier 3,Supermarket Type3,4447.544,6.50225730994152,Perishables,36,FD
9.599999999999998,Low Fat,0.024358634,OUT027,Medium,Tier 3,Supermarket Type3,5652.642,19.835562500000005,Non-Perishables,36,NC
9.695000000000002,Low Fat,0.070431235,OUT035,Small,Tier 2,Supermarket Type1,3033.3848,18.311954615781328,Non-Perishables,17,DR
7.75,Regular,0.082930699,OUT046,Small,Tier 1,Supermarket Type1,780.9834,4.549135483870968,Non-Perishables,24,FD
19.75,Low Fat,0.041330512,OUT013,High,Tier 3,Supermarket Type1,2474.7786,5.865650632911392,Perishables,34,FD
9.8,Regular,0.235354055,OUT010,Small,Tier 3,Grocery Store,101.2016,5.183755102040816,Non-Perishables,23,FD
11.8,Regular,0.057746382,OUT017,Small,Tier 2,Supermarket Type1,3929.5516,12.918355932203388,Perishables,14,FD
9.8,Regular,0.045337184,OUT049,Medium,Tier 1,Supermarket Type1,564.5984,3.764020408163265,Non-Perishables,22,FD
7.42,Low Fat,0.020374875,OUT013,High,Tier 3,Supermarket Type1,1245.046,33.424420485175204,Non-Perishables,34,FD
20.75,Low Fat,0.035568147,OUT010,Small,Tier 3,Grocery Store,151.8024,7.315778313253013,Non-Perishables,23,DR
12.599999999999998,Regular,0.062797771,OUT049,Medium,Tier 1,Supermarket Type1,825.592,8.25388888888889,Non-Perishables,22,FD
19.75,Regular,0.018096488,OUT018,Medium,Tier 3,Supermarket Type2,2696.49,9.091949367088608,Non-Perishables,12,FD
10.895,Regular,0.009613854,OUT013,High,Tier 3,Supermarket Type1,1231.73,11.287104176227627,Perishables,34,FD
16.6,Low Fat,0.026645307,OUT018,Medium,Tier 3,Supermarket Type2,939.4438,3.226590361445783,Non-Perishables,12,FD
6.765,Regular,0.087753682,OUT017,Small,Tier 2,Supermarket Type1,2090.612,15.569933481152995,Non-Perishables,14,FD
13.099999999999998,Low Fat,0.037657459,OUT045,Small,Tier 2,Supermarket Type1,2801.6864,13.420259541984734,Perishables,19,FD
19.6,Low Fat,0.041091215,OUT027,Medium,Tier 3,Supermarket Type3,3364.9532,4.568948979591837,Non-Perishables,36,NC
6.155,Regular,0.095195306,OUT017,Small,Tier 2,Supermarket Type1,2343.616,34.76133225020308,Perishables,14,FD
10.650000000000002,Low Fat,0.048686689,OUT046,Small,Tier 1,Supermarket Type1,1808.9786,15.4133896713615,Non-Perishables,24,NC
14.099999999999998,Low Fat,0.117091213,OUT019,Small,Tier 1,Grocery Store,992.042,14.036056737588655,Non-Perishables,36,FD
20.25,Regular,0.022940826,OUT046,Small,Tier 1,Supermarket Type1,5768.4912,11.943397530864198,Non-Perishables,24,FD
20.5,Low Fat,0.119339241,OUT035,Small,Tier 2,Supermarket Type1,970.7364,5.173639024390244,Non-Perishables,17,FD
11.8,Regular,0.014075334,OUT013,High,Tier 3,Supermarket Type1,3568.688,14.985966101694913,Non-Perishables,34,FD
15.0,Low Fat,0.046336634,OUT013,High,Tier 3,Supermarket Type1,3533.4006,8.00276,Perishables,34,FD
13.150000000000002,Low Fat,0.036641589,OUT013,High,Tier 3,Supermarket Type1,6157.3184,13.748866920152087,Non-Perishables,34,FD
15.5,Regular,0.101176316,OUT018,Medium,Tier 3,Supermarket Type2,4729.8432,12.837212903225806,Perishables,12,FD
16.2,Low Fat,0.035737373,OUT027,Medium,Tier 3,Supermarket Type3,9371.8008,16.088135802469136,Perishables,36,FD
11.599999999999998,Regular,0.079376029,OUT017,Small,Tier 2,Supermarket Type1,1949.4624,7.0454827586206905,Non-Perishables,14,FD
14.349999999999998,Regular,0.091054989,OUT049,Medium,Tier 1,Supermarket Type1,4633.968,16.160167247386763,Non-Perishables,22,FD
13.150000000000002,Low Fat,0.043852434,OUT045,Small,Tier 2,Supermarket Type1,4211.185,13.893155893536118,Non-Perishables,19,FD
10.895,Regular,0.009620042,OUT035,Small,Tier 2,Supermarket Type1,1970.768,11.167783386874714,Perishables,17,FD
10.099999999999998,Low Fat,0.054939848,OUT017,Small,Tier 2,Supermarket Type1,3372.9428,19.75330693069307,Non-Perishables,14,NC
18.699999999999996,Low Fat,0.014675574,OUT017,Small,Tier 2,Supermarket Type1,934.7832,2.718310160427808,Non-Perishables,14,DR
12.150000000000002,Low Fat,0.14526636,OUT049,Medium,Tier 1,Supermarket Type1,3375.606,18.439539094650204,Non-Perishables,22,NC
10.195,Regular,0.146662938,OUT046,Small,Tier 1,Supermarket Type1,2388.2246,13.603119176066699,Non-Perishables,24,FD
8.575,Regular,0.071786706,OUT013,High,Tier 3,Supermarket Type1,780.3176,22.551533527696794,Perishables,34,FD
16.5,Regular,0.133424184,OUT010,Small,Tier 3,Grocery Store,102.5332,6.195951515151515,Perishables,23,FD
9.065,Low Fat,0.115799592,OUT018,Medium,Tier 3,Supermarket Type2,1713.7692,10.51399889685604,Non-Perishables,12,FD
16.6,Low Fat,0.027579198,OUT046,Small,Tier 1,Supermarket Type1,1605.9096,10.767132530120481,Non-Perishables,24,NC
11.599999999999998,Regular,0.241055611,OUT010,Small,Tier 3,Grocery Store,717.0666,20.562258620689658,Perishables,23,FD
19.5,Low Fat,0.014332439,OUT018,Medium,Tier 3,Supermarket Type2,1381.535,2.931353846153846,Non-Perishables,12,NC
16.6,Low Fat,0.027133398,OUT010,Small,Tier 3,Grocery Store,215.7192,6.401180722891566,Non-Perishables,23,NC
11.849999999999998,Low Fat,0.132876847,OUT049,Medium,Tier 1,Supermarket Type1,1076.5986,8.276168776371309,Perishables,22,DR
12.849999999999998,Low Fat,0.03315162,OUT013,High,Tier 3,Supermarket Type1,2931.5174,13.279548638132297,Non-Perishables,34,FD
9.0,Low Fat,0.019536981,OUT049,Medium,Tier 1,Supermarket Type1,4211.185,18.894155555555557,Non-Perishables,22,NC
5.655,Low Fat,0.085258864,OUT035,Small,Tier 2,Supermarket Type1,1830.95,29.328028293545533,Perishables,17,FD
8.93,Low Fat,0.013179388,OUT046,Small,Tier 1,Supermarket Type1,939.4438,6.177088465845465,Non-Perishables,24,NC
15.2,Low Fat,0.033592687,OUT035,Small,Tier 2,Supermarket Type1,1856.2504,7.117842105263158,Non-Perishables,17,NC
7.655,Low Fat,0.05346916,OUT010,Small,Tier 3,Grocery Store,115.8492,14.91171783148269,Non-Perishables,23,FD
6.299999999999999,Low Fat,0.126831854,OUT027,Medium,Tier 3,Supermarket Type3,4613.994,33.17888888888889,Non-Perishables,36,FD
15.5,Low Fat,0.103603094,OUT049,Medium,Tier 1,Supermarket Type1,1431.47,9.261096774193549,Non-Perishables,22,FD
18.699999999999996,Low Fat,0.104840884,OUT049,Medium,Tier 1,Supermarket Type1,490.0288,6.529796791443852,Non-Perishables,22,FD
9.5,Low Fat,0.042056944,OUT018,Medium,Tier 3,Supermarket Type2,366.19,3.356842105263158,Non-Perishables,12,DR
13.650000000000002,Low Fat,0.040049609,OUT017,Small,Tier 2,Supermarket Type1,611.2044,2.524234432234432,Non-Perishables,14,FD
19.5,Regular,0.03075661,OUT045,Small,Tier 2,Supermarket Type1,2163.85,4.423282051282052,Non-Perishables,19,FD
8.71,Low Fat,0.0,OUT013,High,Tier 3,Supermarket Type1,575.2512,5.343008036739379,Non-Perishables,34,FD
20.25,Regular,0.03941584,OUT019,Small,Tier 1,Grocery Store,498.0184,12.237491358024691,Perishables,36,FD
19.6,Low Fat,0.024363939,OUT017,Small,Tier 2,Supermarket Type1,661.8052,2.365908163265306,Perishables,14,DR
12.150000000000002,Regular,0.131443921,OUT027,Medium,Tier 3,Supermarket Type3,5294.4416,15.570962962962959,Perishables,36,FD
11.8,Low Fat,0.058725131,OUT035,Small,Tier 2,Supermarket Type1,1208.427,6.979813559322034,Non-Perishables,17,NC
6.715,Regular,0.122274118,OUT017,Small,Tier 2,Supermarket Type1,838.908,6.008250186150409,Non-Perishables,14,FD
19.1,Low Fat,0.067239404,OUT013,High,Tier 3,Supermarket Type1,660.4736,2.077465968586387,Non-Perishables,34,NC
20.699999999999996,Low Fat,0.021464454,OUT049,Medium,Tier 1,Supermarket Type1,3928.22,7.566608695652176,Non-Perishables,22,FD
10.195,Low Fat,0.112681821,OUT018,Medium,Tier 3,Supermarket Type2,452.744,11.1805787150564,Non-Perishables,12,DR
20.199999999999996,Regular,0.039469737,OUT017,Small,Tier 2,Supermarket Type1,782.315,7.681336633663369,Perishables,14,FD
10.8,Low Fat,0.061101383,OUT046,Small,Tier 1,Supermarket Type1,2580.6408,14.065037037037037,Non-Perishables,24,DR
19.75,Low Fat,0.014359584,OUT018,Medium,Tier 3,Supermarket Type2,1537.998,5.105478481012659,Non-Perishables,12,NC
19.35,Low Fat,0.016637301,OUT049,Medium,Tier 1,Supermarket Type1,1687.1372,6.248568475452196,Non-Perishables,22,FD
7.405,Low Fat,0.159843921,OUT018,Medium,Tier 3,Supermarket Type2,3115.944,27.904064821066846,Perishables,12,FD
15.25,Low Fat,0.061308889,OUT045,Small,Tier 2,Supermarket Type1,2348.9424,8.45224918032787,Non-Perishables,19,NC
7.935,Low Fat,0.055566935,OUT019,Small,Tier 1,Grocery Store,262.991,33.218777567737874,Non-Perishables,36,NC
8.895,Low Fat,0.026397141,OUT045,Small,Tier 2,Supermarket Type1,3542.7218,23.372164137155707,Non-Perishables,19,FD
18.75,Low Fat,0.034307348,OUT046,Small,Tier 1,Supermarket Type1,4701.8796,11.478496,Non-Perishables,24,NC
20.1,Low Fat,0.074627201,OUT046,Small,Tier 1,Supermarket Type1,1768.3648,5.488696517412935,Perishables,24,FD
12.349999999999998,Low Fat,0.041973712,OUT017,Small,Tier 2,Supermarket Type1,519.324,2.8924372469635635,Non-Perishables,14,NC
16.85,Regular,0.080015028,OUT018,Medium,Tier 3,Supermarket Type2,1677.816,6.638243323442135,Non-Perishables,12,FD
18.25,Low Fat,0.10084386,OUT010,Small,Tier 3,Grocery Store,164.4526,9.11521095890411,Non-Perishables,23,FD
